Five-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
35475,2002,2.45,163.38,,105.69
35475,2003,2.38,167.28,,108.2
35475,2004,2.6,171.62,,111.01
35475,2005,6.4,182.61,,118.13
35475,2006,7.06,195.51,,126.47
35475,2007,1.67,198.77,,128.58
35475,2008,2.35,203.44,,131.6
35475,2009,0.36,204.18,,132.08
35475,2010,-0.07,204.05,,131.99
35475,2011,-3.65,196.59,,127.17
35475,2012,0.5,197.57,,127.8
35475,2013,1.89,201.3,,130.21
35475,2014,-0.42,200.46,,129.67
35475,2015,0.56,201.58,,130.39
35475,2016,4.3,210.24,,136.0
35475,2017,2.76,216.05,,139.75
35475,2018,4.53,225.84,,146.09
35475,2019,6.11,239.63,,155.01
35475,2020,0.41,240.62,,155.65
35475,2021,9.9,264.43,,171.05
35475,2022,10.19,291.39,,188.49
35475,2023,11.84,325.9,,210.81
35475,2024,3.96,338.82,,219.17
35986,1998,,100.0,,96.91
35986,1999,1.32,101.32,,98.19
35986,2000,1.84,103.19,,100.0
35986,2001,2.91,106.19,,102.91
35986,2002,0.69,106.92,,103.62
35986,2003,1.28,108.28,,104.94
35986,2004,5.69,114.45,,110.92
35986,2005,5.18,120.38,,116.66
35986,2006,4.37,125.63,,121.76
35986,2007,3.35,129.85,,125.84
35986,2008,4.8,136.08,,131.87
35986,2009,-1.51,134.02,,129.88
35986,2010,-3.83,128.89,,124.91
35986,2011,1.58,130.93,,126.88
35986,2012,-3.05,126.93,,123.01
35986,2013,-0.69,126.06,,122.17
35986,2014,1.25,127.64,,123.7
35986,2015,-3.05,123.74,,119.92
35986,2016,7.1,132.52,,128.43
35986,2017,3.06,136.58,,132.37
35986,2018,0.38,137.1,,132.87
35986,2019,8.25,148.41,,143.83
35986,2020,3.17,153.11,,148.38
35986,2021,11.15,170.19,,164.93
35986,2022,13.22,192.69,,186.74
35986,2023,5.28,202.86,,196.6
35986,2024,10.57,224.29,,217.37
36022,1992,,100.0,,76.74
36022,1993,4.47,104.47,,80.16
36022,1994,6.64,111.41,,85.49
36022,1995,1.94,113.57,,87.15
36022,1996,2.39,116.28,,89.23
36022,1997,4.15,121.1,,92.93
36022,1998,4.73,126.83,,97.33
36022,1999,1.04,128.15,,98.34
36022,2000,1.69,130.32,,100.0
36022,2001,6.48,138.76,,106.48
36022,2002,1.9,141.4,,108.5
36022,2003,1.93,144.13,,110.6
36022,2004,4.94,151.25,,116.06
36022,2005,6.63,161.27,,123.75
36022,2006,7.98,174.15,,133.63
36022,2007,3.48,180.2,,138.28
36022,2008,-1.4,177.67,,136.34
36022,2009,-1.71,174.63,,134.01
36022,2010,-1.65,171.76,,131.8
36022,2011,-3.74,165.33,,126.87
36022,2012,-3.07,160.26,,122.97
36022,2013,2.68,164.54,,126.26
36022,2014,-2.08,161.13,,123.64
36022,2015,1.45,163.47,,125.44
36022,2016,3.39,169.01,,129.69
36022,2017,1.84,172.12,,132.08
36022,2018,3.5,178.15,,136.71
36022,2019,1.05,180.03,,138.15
36022,2020,3.82,186.91,,143.43
36022,2021,6.39,198.86,,152.6
36022,2022,15.54,229.76,,176.31
36022,2023,14.69,263.5,,202.2
36022,2024,-1.44,259.72,,199.3
36051,2003,,100.0,,
36051,2004,0.04,100.04,,
36051,2005,9.05,109.09,,
36051,2006,15.38,125.86,,
36051,2007,-1.68,123.75,,
36051,2008,1.23,125.27,,
36051,2009,1.22,126.8,,
36051,2010,-12.36,111.12,,
36051,2011,2.57,113.98,,
36051,2012,-5.1,108.17,,
36051,2013,6.9,115.64,,
36051,2014,-0.68,114.85,,
36051,2015,2.73,117.98,,
36051,2016,-2.82,114.65,,
36051,2017,16.66,133.75,,
36051,2018,2.13,136.61,,
36051,2019,-12.04,120.16,,
36051,2020,7.29,128.93,,
36051,2021,8.41,139.76,,
36051,2022,,,,
36051,2023,,,,
36051,2024,,,,
36066,1989,,100.0,100.86,75.96
36066,1990,-0.86,99.14,100.0,75.31
36066,1991,2.79,101.91,102.79,77.4
36066,1992,2.36,104.31,105.21,79.23
36066,1993,3.68,108.15,109.09,82.15
36066,1994,4.6,113.13,114.11,85.93
36066,1995,2.99,116.52,117.52,88.5
36066,1996,3.4,120.48,121.52,91.51
36066,1997,2.04,122.94,124.0,93.38
36066,1998,2.77,126.35,127.44,95.97
36066,1999,3.0,130.14,131.26,98.85
36066,2000,1.17,131.65,132.79,100.0
36066,2001,3.78,136.63,137.81,103.78
36066,2002,2.71,140.33,141.55,106.59
36066,2003,1.7,142.71,143.95,108.4
36066,2004,3.23,147.32,148.6,111.9
36066,2005,7.28,158.04,159.41,120.04
36066,2006,6.18,167.81,169.26,127.47
36066,2007,4.65,175.62,177.14,133.4
36066,2008,0.06,175.73,177.25,133.48
36066,2009,-0.86,174.23,175.73,132.34
36066,2010,-2.72,169.5,170.96,128.74
36066,2011,-2.47,165.31,166.74,125.56
36066,2012,-4.09,158.56,159.93,120.43
36066,2013,0.79,159.81,161.19,121.39
36066,2014,0.13,160.03,161.41,121.55
36066,2015,0.64,161.06,162.45,122.33
36066,2016,2.28,164.72,166.15,125.12
36066,2017,0.73,165.93,167.37,126.04
36066,2018,2.77,170.53,172.0,129.53
36066,2019,4.9,178.88,180.43,135.87
36066,2020,-0.88,177.31,178.84,134.68
36066,2021,8.05,191.58,193.24,145.52
36066,2022,10.64,211.96,213.79,161.0
36066,2023,9.12,231.28,233.28,175.67
36066,2024,5.37,243.71,245.82,185.11
36067,1991,,100.0,,75.64
36067,1992,4.1,104.1,,78.74
36067,1993,2.56,106.77,,80.76
36067,1994,5.09,112.2,,84.87
36067,1995,4.19,116.91,,88.43
36067,1996,1.43,118.58,,89.69
36067,1997,4.48,123.89,,93.72
36067,1998,4.23,129.13,,97.68
36067,1999,-0.56,128.4,,97.13
36067,2000,2.96,132.2,,100.0
36067,2001,4.23,137.8,,104.23
36067,2002,1.7,140.14,,106.01
36067,2003,2.53,143.7,,108.69
36067,2004,2.79,147.71,,111.73
36067,2005,6.5,157.31,,118.99
36067,2006,8.88,171.27,,129.56
36067,2007,5.52,180.72,,136.7
36067,2008,0.4,181.46,,137.26
36067,2009,-3.06,175.91,,133.06
36067,2010,-4.52,167.96,,127.05
36067,2011,-2.03,164.55,,124.47
36067,2012,-1.34,162.34,,122.79
36067,2013,-0.43,161.64,,122.27
36067,2014,1.38,163.88,,123.96
36067,2015,0.42,164.56,,124.48
36067,2016,1.88,167.66,,126.82
36067,2017,5.44,176.79,,133.73
36067,2018,-3.89,169.91,,128.53
36067,2019,5.21,178.77,,135.22
36067,2020,1.74,181.87,,137.57
36067,2021,8.47,197.28,,149.22
36067,2022,18.9,234.56,,177.43
36067,2023,7.73,252.7,,191.15
36067,2024,11.16,280.91,,212.48
37029,1992,,100.0,,63.2
37029,1993,2.95,102.95,,65.07
37029,1994,8.88,112.09,,70.84
37029,1995,6.48,119.35,,75.43
37029,1996,8.98,130.07,,82.2
37029,1997,7.57,139.92,,88.43
37029,1998,4.11,145.66,,92.06
37029,1999,1.92,148.46,,93.82
37029,2000,6.58,158.23,,100.0
37029,2001,1.73,160.97,,101.73
37029,2002,2.13,164.4,,103.9
37029,2003,1.07,166.15,,105.01
37029,2004,1.86,169.24,,106.96
37029,2005,3.51,175.18,,110.71
37029,2006,6.13,185.92,,117.5
37029,2007,6.86,198.68,,125.57
37029,2008,-0.02,198.65,,125.54
37029,2009,-3.22,192.24,,121.5
37029,2010,-5.07,182.49,,115.33
37029,2011,-0.37,181.81,,114.9
37029,2012,-0.72,180.51,,114.08
37029,2013,1.48,183.18,,115.77
37029,2014,6.99,195.99,,123.86
37029,2015,6.66,209.03,,132.11
37029,2016,5.11,219.72,,138.86
37029,2017,9.85,241.36,,152.54
37029,2018,11.15,268.29,,169.55
37029,2019,3.02,276.4,,174.68
37029,2020,3.89,287.16,,181.48
37029,2021,13.72,326.55,,206.38
37029,2022,24.79,407.49,,257.53
37029,2023,2.93,419.44,,265.08
37029,2024,4.67,439.04,,277.47
37034,1993,,100.0,,77.72
37034,1994,7.73,107.73,,83.72
37034,1995,3.71,111.73,,86.83
37034,1996,7.09,119.65,,92.99
37034,1997,1.55,121.5,,94.43
37034,1998,2.49,124.53,,96.78
37034,1999,4.01,129.52,,100.66
37034,2000,-0.66,128.67,,100.0
37034,2001,10.74,142.49,,110.74
37034,2002,-0.36,141.98,,110.34
37034,2003,1.11,143.56,,111.57
37034,2004,3.61,148.74,,115.6
37034,2005,7.28,159.57,,124.01
37034,2006,8.18,172.63,,134.16
37034,2007,6.75,184.28,,143.22
37034,2008,-2.72,179.27,,139.32
37034,2009,-3.34,173.29,,134.67
37034,2010,-2.76,168.51,,130.96
37034,2011,-5.33,159.52,,123.97
37034,2012,0.96,161.05,,125.16
37034,2013,-1.72,158.28,,123.01
37034,2014,11.16,175.95,,136.74
37034,2015,6.81,187.93,,146.05
37034,2016,9.28,205.37,,159.61
37034,2017,12.69,231.44,,179.86
37034,2018,9.56,253.56,,197.06
37034,2019,7.13,271.64,,211.11
37034,2020,6.8,290.12,,225.47
37034,2021,16.97,339.35,,263.73
37034,2022,24.58,422.75,,328.55
37034,2023,8.79,459.93,,357.44
37034,2024,1.37,466.24,,362.34
37046,1993,,100.0,,63.51
37046,1994,0.36,100.36,,63.75
37046,1995,13.41,113.82,,72.29
37046,1996,2.91,117.14,,74.4
37046,1997,21.31,142.09,,90.25
37046,1998,-1.43,140.05,,88.96
37046,1999,4.15,145.86,,92.64
37046,2000,7.94,157.44,,100.0
37046,2001,1.08,159.15,,101.08
37046,2002,5.69,168.21,,106.84
37046,2003,0.39,168.86,,107.25
37046,2004,5.92,178.86,,113.6
37046,2005,11.07,198.67,,126.18
37046,2006,14.33,227.14,,144.27
37046,2007,8.46,246.37,,156.48
37046,2008,-1.17,243.48,,154.65
37046,2009,-4.16,233.36,,148.22
37046,2010,-5.94,219.5,,139.42
37046,2011,1.35,222.48,,141.31
37046,2012,-3.12,215.54,,136.9
37046,2013,3.03,222.08,,141.05
37046,2014,7.91,239.64,,152.21
37046,2015,6.56,255.37,,162.2
37046,2016,9.72,280.19,,177.96
37046,2017,11.65,312.84,,198.7
37046,2018,6.14,332.06,,210.91
37046,2019,2.19,339.34,,215.53
37046,2020,5.09,356.63,,226.51
37046,2021,10.22,393.08,,249.67
37046,2022,31.53,517.02,,328.38
37046,2023,8.32,560.04,,355.71
37046,2024,-1.09,553.92,,351.82
37110,1993,,100.0,,74.89
37110,1994,9.62,109.62,,82.09
37110,1995,7.66,118.02,,88.38
37110,1996,1.81,120.15,,89.98
37110,1997,3.11,123.89,,92.78
37110,1998,4.54,129.51,,96.99
37110,1999,1.76,131.79,,98.69
37110,2000,1.32,133.53,,100.0
37110,2001,3.54,138.27,,103.54
37110,2002,1.37,140.16,,104.96
37110,2003,3.57,145.16,,108.71
37110,2004,-4.48,138.66,,103.84
37110,2005,5.88,146.82,,109.95
37110,2006,4.75,153.79,,115.17
37110,2007,5.93,162.92,,122.01
37110,2008,1.04,164.61,,123.27
37110,2009,-0.68,163.49,,122.43
37110,2010,-1.78,160.58,,120.25
37110,2011,-0.27,160.15,,119.93
37110,2012,-1.46,157.81,,118.18
37110,2013,3.88,163.93,,122.76
37110,2014,-0.35,163.35,,122.33
37110,2015,3.66,169.32,,126.8
37110,2016,3.31,174.93,,131.0
37110,2017,7.46,187.99,,140.78
37110,2018,5.9,199.08,,149.09
37110,2019,7.99,215.0,,161.01
37110,2020,7.6,231.34,,173.24
37110,2021,21.24,280.48,,210.05
37110,2022,24.59,349.46,,261.7
37110,2023,4.89,366.56,,274.51
37110,2024,4.16,381.81,,285.93
37397,1998,,100.0,,90.97
37397,1999,6.72,106.72,,97.08
37397,2000,3.0,109.92,,100.0
37397,2001,9.95,120.86,,109.95
37397,2002,3.39,124.95,,113.67
37397,2003,-2.1,122.33,,111.29
37397,2004,6.18,129.89,,118.17
37397,2005,7.54,139.69,,127.08
37397,2006,6.43,148.66,,135.24
37397,2007,0.9,150.0,,136.46
37397,2008,0.63,150.95,,137.32
37397,2009,-1.49,148.7,,135.28
37397,2010,0.92,150.07,,136.52
37397,2011,0.21,150.38,,136.81
37397,2012,-4.52,143.58,,130.62
37397,2013,-4.26,137.46,,125.05
37397,2014,3.87,142.77,,129.89
37397,2015,-0.82,141.6,,128.81
37397,2016,9.44,154.97,,140.98
37397,2017,5.91,164.13,,149.31
37397,2018,-3.24,158.81,,144.47
37397,2019,9.74,174.28,,158.55
37397,2020,0.29,174.78,,159.0
37397,2021,16.24,203.17,,184.83
37397,2022,18.71,241.17,,219.4
37397,2023,17.6,283.63,,258.02
37397,2024,13.46,321.79,,292.75
38053,1988,,100.0,84.37,62.92
38053,1989,11.55,111.55,94.12,70.19
38053,1990,6.25,118.52,100.0,74.58
38053,1991,-1.95,116.22,98.05,73.13
38053,1992,0.41,116.69,98.46,73.43
38053,1993,1.31,118.23,99.75,74.39
38053,1994,6.24,125.6,105.97,79.03
38053,1995,4.5,131.25,110.74,82.59
38053,1996,-0.89,130.09,109.76,81.85
38053,1997,8.46,141.09,119.04,88.78
38053,1998,3.59,146.15,123.31,91.96
38053,1999,3.42,151.15,127.53,95.11
38053,2000,5.14,158.93,134.09,100.0
38053,2001,2.79,163.37,137.83,102.79
38053,2002,1.54,165.88,139.95,104.37
38053,2003,1.1,167.7,141.49,105.52
38053,2004,3.36,173.33,146.24,109.06
38053,2005,2.72,178.05,150.23,112.03
38053,2006,5.25,187.4,158.11,117.92
38053,2007,2.86,192.77,162.64,121.29
38053,2008,-2.06,188.8,159.3,118.8
38053,2009,-3.84,181.54,153.17,114.23
38053,2010,-8.27,166.53,140.51,104.79
38053,2011,-0.27,166.08,140.13,104.5
38053,2012,-3.8,159.77,134.8,100.53
38053,2013,0.17,160.04,135.03,100.7
38053,2014,1.94,163.15,137.65,102.66
38053,2015,2.25,166.82,140.75,104.96
38053,2016,4.16,173.76,146.6,109.33
38053,2017,4.67,181.87,153.44,114.43
38053,2018,6.87,194.35,163.98,122.29
38053,2019,6.54,207.06,174.7,130.29
38053,2020,4.61,216.62,182.76,136.3
38053,2021,12.48,243.66,205.58,153.32
38053,2022,26.66,308.62,260.39,194.19
38053,2023,3.48,319.36,269.45,200.95
38053,2024,5.06,335.52,283.08,211.12
38134,1975,,100.0,49.46,37.83
38134,1976,12.07,112.07,55.43,42.39
38134,1977,-4.98,106.49,52.67,40.28
38134,1978,16.26,123.8,61.23,46.83
38134,1979,11.19,137.66,68.09,52.07
38134,1980,3.06,141.88,70.17,53.67
38134,1981,7.67,152.77,75.56,57.79
38134,1982,-13.65,131.92,65.25,49.9
38134,1983,22.14,161.13,79.7,60.95
38134,1984,-15.56,136.06,67.29,51.47
38134,1985,29.0,175.52,86.81,66.39
38134,1986,7.6,188.86,93.41,71.44
38134,1987,4.2,196.8,97.34,74.44
38134,1988,3.53,203.75,100.77,77.07
38134,1989,-0.58,202.57,100.19,76.63
38134,1990,-0.19,202.19,100.0,76.48
38134,1991,1.46,205.13,101.46,77.59
38134,1992,0.68,206.53,102.15,78.13
38134,1993,2.19,211.06,104.39,79.84
38134,1994,-1.33,208.26,103.0,78.78
38134,1995,2.17,212.77,105.24,80.49
38134,1996,7.51,228.76,113.14,86.53
38134,1997,4.08,238.09,117.76,90.06
38134,1998,4.69,249.26,123.28,94.29
38134,1999,2.4,255.24,126.24,96.55
38134,2000,3.57,264.36,130.75,100.0
38134,2001,4.17,275.38,136.2,104.17
38134,2002,0.48,276.7,136.85,104.67
38134,2003,1.09,279.71,138.34,105.8
38134,2004,2.46,286.59,141.74,108.41
38134,2005,1.7,291.46,144.15,110.25
38134,2006,3.57,301.86,149.3,114.18
38134,2007,0.85,304.43,150.57,115.16
38134,2008,-4.06,292.06,144.45,110.48
38134,2009,-3.91,280.66,138.81,106.16
38134,2010,-5.42,265.44,131.28,100.41
38134,2011,-6.16,249.08,123.19,94.22
38134,2012,-2.99,241.63,119.51,91.4
38134,2013,0.91,243.83,120.6,92.23
38134,2014,5.38,256.94,127.08,97.19
38134,2015,2.16,262.48,129.82,99.29
38134,2016,7.28,281.59,139.27,106.52
38134,2017,6.0,298.49,147.63,112.91
38134,2018,12.95,337.14,166.75,127.53
38134,2019,6.52,359.14,177.63,135.85
38134,2020,7.48,385.99,190.91,146.01
38134,2021,15.11,444.3,219.75,168.07
38134,2022,17.76,523.22,258.78,197.92
38134,2023,6.88,559.21,276.58,211.53
38134,2024,2.06,570.75,282.29,215.9
38651,1990,,100.0,100.0,67.3
38651,1991,8.83,108.83,108.83,73.24
38651,1992,-3.26,105.28,105.28,70.85
38651,1993,4.63,110.16,110.16,74.13
38651,1994,8.03,119.0,119.0,80.09
38651,1995,2.84,122.38,122.38,82.36
38651,1996,6.29,130.09,130.09,87.55
38651,1997,3.66,134.85,134.85,90.75
38651,1998,4.3,140.65,140.65,94.66
38651,1999,2.78,144.55,144.55,97.28
38651,2000,2.79,148.59,148.59,100.0
38651,2001,6.98,158.97,158.97,106.98
38651,2002,1.89,161.98,161.98,109.01
38651,2003,1.59,164.55,164.55,110.74
38651,2004,8.13,177.94,177.94,119.75
38651,2005,2.43,182.26,182.26,122.66
38651,2006,5.59,192.45,192.45,129.52
38651,2007,2.43,197.13,197.13,132.67
38651,2008,-1.42,194.32,194.32,130.78
38651,2009,-5.51,183.61,183.61,123.57
38651,2010,-4.47,175.41,175.41,118.05
38651,2011,-4.8,166.99,166.99,112.38
38651,2012,-2.07,163.53,163.53,110.06
38651,2013,-0.37,162.93,162.93,109.65
38651,2014,5.51,171.91,171.91,115.69
38651,2015,5.69,181.69,181.69,122.28
38651,2016,2.67,186.54,186.54,125.54
38651,2017,0.9,188.22,188.22,126.67
38651,2018,4.07,195.88,195.88,131.83
38651,2019,7.42,210.42,210.42,141.61
38651,2020,0.87,212.26,212.26,142.85
38651,2021,14.45,242.94,242.94,163.5
38651,2022,17.2,284.73,284.73,191.62
38651,2023,3.29,294.09,294.09,197.92
38651,2024,0.44,295.39,295.39,198.79
38668,1992,,100.0,,70.64
38668,1993,2.76,102.76,,72.59
38668,1994,8.92,111.93,,79.07
38668,1995,7.36,120.17,,84.89
38668,1996,1.55,122.03,,86.2
38668,1997,8.54,132.45,,93.57
38668,1998,2.6,135.9,,96.0
38668,1999,3.94,141.25,,99.78
38668,2000,0.22,141.56,,100.0
38668,2001,4.99,148.62,,104.99
38668,2002,2.83,152.83,,107.96
38668,2003,1.65,155.36,,109.75
38668,2004,2.62,159.43,,112.62
38668,2005,1.27,161.45,,114.05
38668,2006,11.45,179.94,,127.11
38668,2007,3.7,186.6,,131.82
38668,2008,-1.24,184.29,,130.18
38668,2009,-1.28,181.92,,128.51
38668,2010,-4.88,173.04,,122.24
38668,2011,-0.91,171.46,,121.12
38668,2012,-1.87,168.25,,118.85
38668,2013,0.29,168.74,,119.2
38668,2014,4.38,176.13,,124.42
38668,2015,-1.27,173.89,,122.84
38668,2016,3.86,180.6,,127.58
38668,2017,3.36,186.67,,131.87
38668,2018,-0.41,185.91,,131.33
38668,2019,5.09,195.38,,138.02
38668,2020,2.45,200.17,,141.4
38668,2021,7.19,214.56,,151.57
38668,2022,22.39,262.59,,185.5
38668,2023,7.23,281.56,,198.9
38668,2024,3.68,291.91,,206.21
39301,1992,,100.0,,76.31
39301,1993,3.6,103.6,,79.06
39301,1994,-3.19,100.29,,76.54
39301,1995,5.62,105.93,,80.84
39301,1996,7.93,114.33,,87.25
39301,1997,3.69,118.55,,90.47
39301,1998,7.71,127.69,,97.45
39301,1999,-3.18,123.64,,94.35
39301,2000,5.99,131.04,,100.0
39301,2001,5.24,137.9,,105.24
39301,2002,2.16,140.88,,107.52
39301,2003,-0.83,139.71,,106.62
39301,2004,6.27,148.47,,113.3
39301,2005,-1.09,146.85,,112.07
39301,2006,7.32,157.6,,120.27
39301,2007,4.82,165.2,,126.07
39301,2008,2.03,168.55,,128.63
39301,2009,1.61,171.26,,130.7
39301,2010,-4.72,163.18,,124.53
39301,2011,3.07,168.2,,128.36
39301,2012,-1.57,165.55,,126.34
39301,2013,0.78,166.85,,127.33
39301,2014,-0.66,165.75,,126.49
39301,2015,1.8,168.73,,128.76
39301,2016,0.48,169.54,,129.38
39301,2017,0.9,171.06,,130.54
39301,2018,3.29,176.69,,134.84
39301,2019,-4.01,169.61,,129.43
39301,2020,0.36,170.22,,129.9
39301,2021,5.7,179.92,,137.31
39301,2022,7.72,193.82,,147.91
39301,2023,5.47,204.42,,156.01
39301,2024,12.86,230.71,,176.07
39571,1986,,100.0,110.19,60.23
39571,1987,-2.61,97.39,107.32,58.66
39571,1988,-18.08,79.78,87.91,48.05
39571,1989,18.93,94.89,104.56,57.15
39571,1990,-4.36,90.75,100.0,54.66
39571,1991,-3.93,87.19,96.07,52.51
39571,1992,13.35,98.82,108.9,59.52
39571,1993,-0.85,97.99,107.98,59.02
39571,1994,21.99,119.53,131.72,72.0
39571,1995,4.58,125.01,137.76,75.3
39571,1996,4.1,130.14,143.41,78.39
39571,1997,5.65,137.5,151.51,82.82
39571,1998,4.07,143.09,157.68,86.19
39571,1999,4.48,149.51,164.75,90.05
39571,2000,11.05,166.03,182.95,100.0
39571,2001,5.62,175.35,193.23,105.62
39571,2002,1.18,177.42,195.51,106.86
39571,2003,3.92,184.38,203.18,111.05
39571,2004,4.21,192.14,211.73,115.73
39571,2005,9.23,209.87,231.27,126.41
39571,2006,19.63,251.07,276.66,151.22
39571,2007,6.37,267.07,294.29,160.86
39571,2008,-1.03,264.32,291.26,159.2
39571,2009,-8.13,242.83,267.58,146.26
39571,2010,-6.34,227.44,250.62,136.99
39571,2011,-1.61,223.78,246.6,134.79
39571,2012,-3.88,215.11,237.04,129.56
39571,2013,-1.05,212.85,234.55,128.2
39571,2014,0.75,214.44,236.3,129.16
39571,2015,2.34,219.47,241.84,132.19
39571,2016,4.03,228.32,251.6,137.52
39571,2017,1.71,232.23,255.91,139.88
39571,2018,5.78,245.66,270.71,147.97
39571,2019,7.63,264.41,291.37,159.26
39571,2020,1.41,268.15,295.48,161.51
39571,2021,9.67,294.07,324.05,177.12
39571,2022,23.14,362.12,399.03,218.11
39571,2023,2.38,370.73,408.52,223.3
39571,2024,16.03,430.14,474.0,259.08
39823,2003,,100.0,,
39823,2004,-5.61,94.39,,
39823,2005,3.01,97.24,,
39823,2006,23.9,120.47,,
39823,2007,5.51,127.11,,
39823,2008,0.25,127.43,,
39823,2009,-0.67,126.58,,
39823,2010,-10.81,112.89,,
39823,2011,-6.26,105.82,,
39823,2012,-2.08,103.62,,
39823,2013,6.28,110.13,,
39823,2014,-3.02,106.81,,
39823,2015,1.46,108.37,,
39823,2016,-6.86,100.94,,
39823,2017,20.61,121.75,,
39823,2018,4.26,126.93,,
39823,2019,-0.42,126.4,,
39823,2020,-0.58,125.67,,
39823,2021,11.01,139.51,,
39823,2022,-0.99,138.13,,
39823,2023,,,,
39823,2024,,,,
39827,1998,,100.0,,95.77
39827,1999,5.16,105.16,,100.71
39827,2000,-0.7,104.42,,100.0
39827,2001,6.85,111.58,,106.85
39827,2002,6.22,118.52,,113.5
39827,2003,1.89,120.76,,115.64
39827,2004,4.7,126.43,,121.07
39827,2005,8.54,137.23,,131.42
39827,2006,10.71,151.92,,145.49
39827,2007,12.26,170.55,,163.33
39827,2008,1.34,172.85,,165.53
39827,2009,-7.26,160.29,,153.5
39827,2010,-4.42,153.2,,146.71
39827,2011,-4.2,146.77,,140.56
39827,2012,-9.47,132.87,,127.25
39827,2013,1.33,134.64,,128.94
39827,2014,3.45,139.28,,133.38
39827,2015,1.81,141.8,,135.8
39827,2016,-10.66,126.68,,121.31
39827,2017,0.92,127.84,,122.43
39827,2018,15.06,147.09,,140.86
39827,2019,,,,
39827,2020,,158.63,,151.91
39827,2021,4.83,166.29,,159.25
39827,2022,18.07,196.33,,188.02
39827,2023,,,,
39827,2024,,,,
39845,2001,,100.0,,
39845,2002,-1.99,98.01,,
39845,2003,5.32,103.22,,
39845,2004,3.86,107.2,,
39845,2005,8.0,115.78,,
39845,2006,11.29,128.85,,
39845,2007,15.1,148.31,,
39845,2008,-8.67,135.45,,
39845,2009,5.59,143.02,,
39845,2010,-9.38,129.61,,
39845,2011,-15.79,109.14,,
39845,2012,-3.58,105.23,,
39845,2013,9.57,115.3,,
39845,2014,0.19,115.51,,
39845,2015,-4.61,110.19,,
39845,2016,11.18,122.51,,
39845,2017,9.7,134.39,,
39845,2018,-14.67,114.67,,
39845,2019,14.96,131.83,,
39845,2020,-5.93,124.01,,
39845,2021,11.71,138.53,,
39845,2022,17.45,162.7,,
39845,2023,12.43,182.92,,
39845,2024,-13.63,157.99,,
40045,1998,,100.0,,
40045,1999,7.62,107.62,,
40045,2000,,,,
40045,2001,,122.84,,
40045,2002,-0.78,121.88,,
40045,2003,2.8,125.3,,
40045,2004,1.68,127.41,,
40045,2005,5.36,134.24,,
40045,2006,-2.56,130.8,,
40045,2007,8.18,141.49,,
40045,2008,1.31,143.34,,
40045,2009,-5.92,134.86,,
40045,2010,-6.76,125.74,,
40045,2011,9.54,137.74,,
40045,2012,-3.99,132.24,,
40045,2013,-4.94,125.71,,
40045,2014,8.11,135.92,,
40045,2015,6.23,144.38,,
40045,2016,-13.46,124.96,,
40045,2017,21.41,151.71,,
40045,2018,-7.46,140.39,,
40045,2019,9.8,154.14,,
40045,2020,9.72,169.13,,
40045,2021,5.98,179.24,,
40045,2022,,,,
40045,2023,,226.9,,
40045,2024,,,,
40067,1992,,100.0,,65.24
40067,1993,1.15,101.15,,65.99
40067,1994,7.96,109.19,,71.24
40067,1995,6.14,115.89,,75.61
40067,1996,5.84,122.66,,80.03
40067,1997,5.53,129.45,,84.45
40067,1998,4.69,135.52,,88.41
40067,1999,4.12,141.11,,92.06
40067,2000,8.63,153.28,,100.0
40067,2001,3.43,158.54,,103.43
40067,2002,4.85,166.23,,108.45
40067,2003,3.42,171.92,,112.16
40067,2004,2.48,176.19,,114.95
40067,2005,5.61,186.07,,121.4
40067,2006,3.31,192.23,,125.41
40067,2007,1.14,194.42,,126.84
40067,2008,2.9,200.05,,130.52
40067,2009,-4.2,191.66,,125.04
40067,2010,1.97,195.43,,127.5
40067,2011,-6.55,182.64,,119.16
40067,2012,2.03,186.35,,121.58
40067,2013,-7.56,172.26,,112.39
40067,2014,8.9,187.6,,122.39
40067,2015,4.51,196.06,,127.91
40067,2016,2.13,200.25,,130.64
40067,2017,4.06,208.38,,135.95
40067,2018,5.73,220.31,,143.74
40067,2019,7.05,235.84,,153.87
40067,2020,4.47,246.38,,160.74
40067,2021,6.26,261.8,,170.8
40067,2022,15.09,301.31,,196.58
40067,2023,16.45,350.89,,228.92
40067,2024,-8.22,322.04,,210.1
40347,1992,,100.0,,74.62
40347,1993,2.65,102.65,,76.59
40347,1994,-3.23,99.33,,74.12
40347,1995,13.66,112.9,,84.25
40347,1996,-3.63,108.8,,81.19
40347,1997,5.92,115.24,,85.99
40347,1998,1.04,116.44,,86.88
40347,1999,8.65,126.51,,94.4
40347,2000,5.93,134.01,,100.0
40347,2001,4.15,139.57,,104.15
40347,2002,2.27,142.74,,106.51
40347,2003,4.8,149.59,,111.63
40347,2004,5.57,157.93,,117.84
40347,2005,8.56,171.44,,127.93
40347,2006,5.22,180.4,,134.61
40347,2007,-2.24,176.36,,131.6
40347,2008,4.55,184.39,,137.59
40347,2009,0.08,184.54,,137.7
40347,2010,-6.73,172.12,,128.44
40347,2011,4.41,179.71,,134.1
40347,2012,-3.17,174.01,,129.84
40347,2013,-3.26,168.33,,125.61
40347,2014,-1.98,165.0,,123.12
40347,2015,10.03,181.54,,135.47
40347,2016,4.43,189.58,,141.46
40347,2017,4.93,198.92,,148.43
